custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,train,favday,city
BLPR4Y,1,25/07/13,11/11/13,11/11/13,52,5.769230769,0,40.2,0,1,0,0,0,Tuesday,RIC
GZAE25,0,30/08/13,30/08/13,30/08/13,2,50,0,49.02,0,1,0,0,0,Tuesday,DCX
GPW77W,1,05/09/13,05/09/13,05/09/13,47,10.63829787,0,40.02,0,1,0,0,0,Saturday,DCX
W2VDLH,1,29/06/13,02/09/13,02/09/13,36,2.777777778,0,143.43,0,1,0,0,0,Tuesday,RIC
ZWFUR8,0,10/09/13,10/09/13,10/09/13,2,0,0,40.02,0,1,0,0,0,Tuesday,RIC
685K3E,0,09/09/13,09/09/13,09/09/13,2,0,0,40.02,0,1,0,0,0,Tuesday,RIC
33R9WE,1,31/08/13,07/10/13,03/12/13,30,50,6.666666667,110.99,0.105263158,1,0,0,0,Friday,CHO
DCLMWF,0,09/09/13,09/09/13,09/09/13,3,33.33333333,0,40.02,0,1,0,0,0,Friday,RIC
7TXPLD,0,03/09/13,03/09/13,03/09/13,2,0,0,40.02,0,1,0,0,0,Thursday,DCX
MYB2EU,0,10/09/13,19/09/13,19/09/13,1,100,100,41.35,0,1,0,0,0,Tuesday,RIC
JL8ZY5,0,06/09/13,09/09/13,00/01/00,40,7.5,0,40.02,0,1,0,0,0,Monday,DCX
V35FCR,1,06/09/13,06/09/13,06/09/13,36,66.66666667,0,40.22,0,1,0,0,0,Wednesday,RIC
WYJC6N,1,31/08/13,31/08/13,02/10/13,43,6.976744186,0,37.52,0.15625,1,0,0,0,Thursday,DCX
VUYWSP,1,29/08/13,29/08/13,29/08/13,37,0,0,70.78,0,1,0,0,0,Friday,RIC
USP559,1,14/09/13,26/10/13,26/10/13,40,0,0,50.13,0,1,0,0,0,Monday,DCX
A4DZ6N,1,12/07/13,30/08/13,30/08/13,36,2.777777778,2.777777778,52.93,0,1,0,0,0,Tuesday,RIC
3XE7W9,1,08/09/13,10/09/13,10/09/13,34,20.58823529,2.941176471,62.93,0,1,0,0,0,Wednesday,RIC
C4XUGZ,1,05/09/13,05/09/13,05/09/13,43,9.302325581,4.651162791,40.02,0,1,0,0,0,Monday,RIC
W6Q72J,1,06/09/13,06/09/13,06/09/13,45,13.33333333,0,40.02,0,1,0,0,0,Monday,RIC
CH5ZTM,1,11/09/13,08/10/13,13/01/14,49,28.57142857,14.28571429,43.37,0.082474227,1,1,0,0,Tuesday,RIC
KXSC9R,1,05/09/13,05/09/13,05/09/13,37,21.62162162,13.51351351,47.49,0,1,0,0,0,Monday,RIC
BFCDZS,1,30/08/13,30/08/13,30/08/13,34,17.64705882,0,40.02,0,1,0,0,0,Tuesday,RIC
3RQNNT,0,11/09/13,11/09/13,11/09/13,2,50,0,40,0,1,0,0,0,Friday,DCX
T8EYVW,0,02/09/13,02/09/13,02/09/13,2,50,0,47.19,0,1,0,0,0,Thursday,RIC
2NE35Z,1,18/09/13,18/09/13,18/09/13,40,2.5,0,40,0,1,0,0,0,Saturday,DCX
RSZCTF,0,06/09/13,06/09/13,06/09/13,2,50,50,40.02,0,1,0,0,0,Tuesday,RIC
XEEV6J,1,07/09/13,07/09/13,07/09/13,45,0,0,40.02,0,1,0,0,0,Monday,RIC
8XUVXE,1,30/08/13,10/12/13,10/12/13,44,45.45454545,27.27272727,40.02,0,1,1,0,0,Thursday,RIC
E2JDTH,1,09/09/13,03/10/13,03/10/13,42,19.04761905,2.380952381,55.32,0,1,0,0,0,Friday,RIC
CCJDY6,1,03/09/13,29/09/13,17/12/13,29,79.31034483,10.34482759,82.32,0.088607595,1,0,0,0,Monday,RIC
A2W8GS,1,09/09/13,09/09/13,09/09/13,39,5.128205128,0,40.02,0,1,0,0,0,Friday,RIC
DPWWGH,0,30/08/13,30/08/13,30/08/13,1,100,0,40.02,0,0,0,0,0,Wednesday,RIC
S9RALT,0,06/09/13,06/09/13,06/09/13,1,100,0,40.02,0,1,0,0,0,Tuesday,RIC
CBK2W4,1,18/09/13,18/09/13,18/09/13,35,17.14285714,0,40,0,1,0,0,0,Tuesday,DCX
4ECJY5,1,18/09/13,18/09/13,18/09/13,45,2.222222222,0,40.02,0,1,0,0,0,Tuesday,DCX
SXKLB8,1,18/09/13,18/09/13,18/09/13,44,6.818181818,2.272727273,40.02,0,1,0,0,0,Monday,RIC
S3W9NT,1,01/09/13,01/09/13,01/09/13,29,13.79310345,3.448275862,57.05,0,1,0,0,0,Monday,DCX
MXDNUU,1,18/09/13,18/09/13,18/09/13,44,4.545454545,0,40.02,0,1,0,0,0,Thursday,RIC
RSR7AV,1,19/09/13,19/09/13,19/09/13,45,2.222222222,0,40.02,0,1,0,0,0,Tuesday,RIC
AWVXDE,0,19/09/13,19/09/13,19/09/13,12,75,0,71.48,0,1,0,0,0,Tuesday,DCX
SVMEQM,1,19/09/13,19/09/13,19/09/13,45,0,0,40,0,1,0,0,0,Saturday,DCX
658NTJ,1,19/09/13,19/09/13,19/09/13,36,16.66666667,8.333333333,43.55,0,1,0,0,0,Wednesday,RIC
AD2SV3,1,19/09/13,19/09/13,24/10/13,42,26.19047619,11.9047619,84.27,0.085714286,1,0,0,0,Saturday,DCX
P895NA,0,19/09/13,19/09/13,19/09/13,1,100,100,44,0,1,0,0,0,Tuesday,DCX
2SD3PX,1,19/09/13,19/09/13,19/09/13,35,8.571428571,0,40.02,0,1,0,0,0,Thursday,RIC
U3CJPP,0,19/09/13,19/09/13,29/09/13,2,100,0,48.87,0.2,1,0,0,0,Tuesday,RIC
6Q7PR9,1,19/09/13,16/10/13,16/10/13,40,50,0,82.52,0,1,0,0,0,Thursday,BWI
NG4M6P,1,19/09/13,17/10/13,17/10/13,43,34.88372093,16.27906977,33.69,0,1,0,0,0,Monday,DCX
YRNKUE,0,19/09/13,19/09/13,19/09/13,2,50,0,40.02,0,1,0,0,0,Friday,DCX
QS9Q7F,1,19/09/13,24/09/13,30/11/13,41,19.51219512,17.07317073,65.9,0.029850746,1,0,0,0,Wednesday,DCX
8RAGT8,1,19/09/13,19/09/13,19/09/13,45,2.222222222,0,40.02,0,1,0,0,0,Monday,RIC
NN65LT,1,19/09/13,19/09/13,19/09/13,38,26.31578947,0,40.02,0,1,0,0,0,Tuesday,RIC
U2KS5Z,1,19/09/13,19/09/13,19/09/13,38,7.894736842,2.631578947,40.02,0,1,0,0,0,Monday,DCX
HKT5VG,1,19/09/13,19/09/13,19/09/13,37,8.108108108,0,44.65,0,1,0,0,0,Wednesday,RIC
J8G3VV,1,19/09/13,09/10/13,09/10/13,46,2.173913043,0,40.02,0,1,0,0,0,Tuesday,RIC
4CR793,1,19/09/13,28/09/13,28/09/13,40,5,5,40.02,0,1,0,0,0,Monday,DCX
J7GTL9,1,19/09/13,07/10/13,07/10/13,33,72.72727273,6.060606061,69.98,0,1,0,0,0,Wednesday,DCX
S58P3L,1,19/09/13,30/09/13,19/11/13,37,67.56756757,2.702702703,51.88,0.06,1,0,0,0,Saturday,DCX
HCBE2D,1,19/09/13,16/10/13,04/11/13,44,15.90909091,2.272727273,50.47,0.105263158,1,0,0,0,Thursday,RIC
XLZPUV,1,19/09/13,19/09/13,02/01/14,45,24.44444444,15.55555556,81.15,0.057142857,1,1,1,0,Saturday,BWI
S394AT,1,19/09/13,19/09/13,15/01/14,47,29.78723404,21.27659574,79.67,0.059322034,1,0,0,0,Thursday,RIC
HVBA9R,1,19/09/13,19/09/13,19/09/13,39,2.564102564,0,40.02,0,1,1,0,0,Tuesday,RIC
27FBXG,1,19/09/13,19/09/13,19/09/13,38,2.631578947,2.631578947,40.02,0,1,1,0,0,Tuesday,RIC
RMXZWD,1,19/09/13,21/09/13,09/01/14,57,26.31578947,5.263157895,44.29,0.063636364,1,1,0,0,Friday,DCX
T5VU3K,1,19/09/13,20/09/13,20/09/13,44,2.272727273,0,45.13,0,1,0,0,0,Monday,RIC
TGBVRU,1,19/09/13,06/10/13,06/10/13,41,12.19512195,4.87804878,90.13,0,1,0,0,0,Thursday,CHO
999XB9,1,19/09/13,19/09/13,19/09/13,38,0,0,40,0,1,0,0,0,Tuesday,DCX
S99P2G,1,19/09/13,13/10/13,13/10/13,42,9.523809524,7.142857143,78.65,0,1,0,0,0,Tuesday,DCX
SJ9BUT,1,19/09/13,19/09/13,19/09/13,24,91.66666667,0,40.02,0,1,0,0,0,Tuesday,RIC
S6CWUY,1,19/09/13,23/09/13,09/12/13,39,56.41025641,23.07692308,100.12,0.064935065,1,0,0,0,Tuesday,DCX
LBC2HL,1,19/09/13,19/09/13,19/09/13,44,6.818181818,0,40.02,0,1,0,0,0,Wednesday,RIC
869576,1,16/09/13,27/09/13,27/09/13,35,37.14285714,14.28571429,40.25,0,1,0,0,0,Friday,RIC
XLT534,1,19/09/13,19/09/13,19/09/13,37,10.81081081,0,40,0,1,0,0,0,Thursday,BWI
V4SWPX,1,19/09/13,19/09/13,14/11/13,45,13.33333333,4.444444444,37.68,0.071428571,1,1,0,0,Friday,RIC
24SLT2,1,19/09/13,19/09/13,19/09/13,39,0,0,38.46,0,1,0,0,0,Friday,RIC
VA6K4R,1,19/09/13,19/09/13,07/10/13,36,5.555555556,0,43.01,0.166666667,1,0,0,0,Tuesday,RIC
LJZQGF,1,26/08/13,08/01/14,08/01/14,44,4.545454545,4.545454545,40.02,0,1,0,0,0,Thursday,RIC
GVZVYJ,1,20/09/13,20/09/13,20/09/13,43,0,0,40.02,0,1,0,0,0,Monday,RIC
7Z4VGR,1,18/09/13,20/09/13,25/10/13,41,56.09756098,7.317073171,31.88,0.114285714,1,0,0,0,Tuesday,RIC
PL49WE,1,20/09/13,20/09/13,20/09/13,31,9.677419355,0,40,0,1,0,0,0,Tuesday,DCX
U8S6TP,1,20/09/13,20/09/13,20/09/13,39,2.564102564,0,40,0,1,0,0,0,Saturday,DCX
X9DXMQ,1,20/09/13,20/09/13,20/09/13,41,9.756097561,0,40,0,1,0,0,0,Tuesday,DCX
Q8QFGY,0,12/09/13,20/09/13,20/09/13,3,0,0,51.61,0,1,0,0,0,Monday,RIC
V6JMVS,1,04/09/13,20/09/13,09/01/14,53,30.18867925,5.660377358,108.98,0.072072072,1,0,0,0,Tuesday,BWI
VXBC3B,1,20/09/13,20/09/13,20/09/13,40,17.5,5,40,0,1,0,0,0,Friday,DCX
D89VBR,1,20/09/13,20/09/13,20/10/13,43,30.23255814,9.302325581,47.38,0.1,1,0,0,0,Tuesday,DCX
K2BNWW,1,20/09/13,20/09/13,20/09/13,38,0,0,40.02,0,1,0,0,0,Saturday,DCX
PCX6M4,1,20/09/13,20/09/13,20/09/13,40,25,5,40.02,0,1,0,0,0,Monday,RIC
WASFNM,0,20/09/13,20/09/13,20/09/13,2,50,50,40,0,1,0,0,0,Monday,DCX
9ZXAUJ,1,20/09/13,27/09/13,11/12/13,44,13.63636364,2.272727273,38,0.026666667,1,1,0,0,Friday,DCX
P6QE2P,0,20/09/13,20/09/13,07/10/13,12,16.66666667,8.333333333,37.33,0.176470588,1,0,0,0,Tuesday,DCX
DS7R64,0,20/09/13,20/09/13,20/09/13,6,50,0,40,0,1,0,0,0,Friday,DCX
CKMS7K,0,19/09/13,23/09/13,23/09/13,3,33.33333333,33.33333333,40.02,0,1,1,0,0,Monday,CHO
HGHNCQ,1,20/09/13,20/09/13,20/09/13,36,8.333333333,2.777777778,53.6,0,1,0,0,0,Friday,RIC
TKKWNQ,1,20/09/13,11/11/13,11/11/13,50,32,2,50.17,0,1,0,0,0,Tuesday,BWI
TFXY9K,0,17/08/13,20/09/13,06/10/13,3,66.66666667,33.33333333,52.16,0.125,1,0,0,0,Monday,CHO
973QN9,1,20/09/13,20/09/13,20/09/13,40,15,0,40.02,0,1,0,0,0,Monday,RIC
7RKJVJ,1,20/09/13,20/09/13,20/09/13,32,40.625,15.625,40.02,0,1,1,0,0,Tuesday,RIC
H4QJ73,0,20/09/13,08/10/13,08/10/13,9,33.33333333,22.22222222,93.67,0,1,0,0,0,Tuesday,DCX
T8J6S6,1,20/09/13,20/09/13,20/09/13,42,7.142857143,0,40.54,0,1,0,0,0,Monday,RIC
U875VH,0,20/09/13,20/09/13,20/09/13,8,50,0,40.02,0,1,0,0,0,Friday,RIC
L9HJR8,0,20/09/13,19/10/13,19/10/13,18,77.77777778,33.33333333,34.54,0,1,0,0,0,Thursday,BWI
U6FDE8,1,20/09/13,20/09/13,20/09/13,37,10.81081081,5.405405405,38.46,0,1,0,0,0,Tuesday,RIC
6LJJ4F,1,20/09/13,20/09/13,20/09/13,44,0,0,40.02,0,1,0,0,0,Tuesday,RIC
6MTBQP,1,20/09/13,20/09/13,20/09/13,42,4.761904762,0,40.02,0,1,0,0,0,Wednesday,DCX
H9JFRA,0,20/09/13,22/10/13,22/10/13,10,20,10,44.27,0,0,0,0,0,Friday,DCX
VJ98GP,1,20/09/13,15/12/13,15/12/13,57,29.8245614,5.263157895,39.95,0,1,0,0,0,Monday,DCX
C2SGFA,1,20/09/13,16/10/13,16/10/13,44,9.090909091,6.818181818,89.14,0,1,0,0,0,Friday,RIC
CQY7XY,0,20/09/13,14/10/13,14/10/13,13,23.07692308,15.38461538,75.16,0,1,0,0,0,Tuesday,CHO
U23QLF,1,20/09/13,20/09/13,20/09/13,35,37.14285714,5.714285714,40.02,0,1,0,0,0,Tuesday,CHO
3SFB55,1,20/09/13,07/10/13,07/10/13,39,5.128205128,0,28.72,0,1,0,0,0,Tuesday,DCX
GC8SFN,1,20/09/13,20/09/13,13/11/13,49,18.36734694,4.081632653,78.92,0.148148148,1,0,0,0,Friday,DCX
Z2CYQA,1,20/09/13,20/09/13,20/09/13,37,10.81081081,0,40.02,0,1,0,0,0,Tuesday,RIC
WS8SBV,1,20/09/13,20/09/13,20/09/13,36,8.333333333,2.777777778,40.02,0,1,1,0,0,Monday,RIC
7AXBTU,1,20/09/13,20/09/13,20/09/13,35,17.14285714,0,40.02,0,1,0,0,0,Friday,RIC
A99MA2,1,20/09/13,20/09/13,20/09/13,39,2.564102564,0,40,0,1,0,0,0,Thursday,BWI
4HREL3,0,20/09/13,24/09/13,24/09/13,17,23.52941176,5.882352941,40.02,0,1,0,0,0,Friday,RIC
EXUTD7,1,20/09/13,20/10/13,20/10/13,44,13.63636364,4.545454545,62.35,0,1,0,0,0,Tuesday,DCX
APJTLE,0,20/09/13,20/09/13,20/09/13,2,100,50,58.79,0,1,0,0,0,Tuesday,RIC
4GWMWM,1,18/09/13,20/09/13,30/09/13,37,35.13513514,0,45.82,0.2,1,0,0,0,Monday,CHO
P6EVFJ,1,20/09/13,20/09/13,20/09/13,44,4.545454545,0,56.12,0,1,0,0,0,Tuesday,RIC
GLMUC2,0,20/09/13,20/09/13,20/09/13,1,100,100,40,0,1,0,0,0,Thursday,BWI
CHP3QS,1,20/09/13,24/09/13,24/09/13,36,16.66666667,0,49.91,0,1,0,0,0,Wednesday,CHO
U4BH2B,0,20/09/13,20/09/13,20/09/13,3,66.66666667,0,40.02,0,1,0,0,0,Friday,RIC
KLUWHF,1,20/09/13,21/09/13,21/09/13,41,21.95121951,0,40.02,0,1,1,0,0,Friday,RIC
YRHEWS,1,20/09/13,20/09/13,20/09/13,37,8.108108108,2.702702703,40.02,0,1,0,0,0,Thursday,RIC
JECB2K,1,20/09/13,22/09/13,22/09/13,36,13.88888889,0,101.72,0,1,1,0,0,Wednesday,RIC
QCL773,1,20/09/13,26/09/13,26/09/13,42,19.04761905,2.380952381,40.02,0,1,0,0,0,Wednesday,DCX
BD25U7,0,20/09/13,20/09/13,20/09/13,35,48.57142857,20,51.78,0,1,0,0,0,Wednesday,RIC
HPDJKM,1,20/09/13,20/09/13,20/09/13,31,90.32258065,3.225806452,38.01,0,1,0,0,0,Thursday,RIC
FQGPV6,1,21/09/13,21/09/13,09/10/13,32,28.125,6.25,46.47,0.111111111,1,0,0,0,Tuesday,DCX
LFGNGC,1,09/09/13,09/09/13,09/09/13,38,0,0,40.02,0,1,0,0,0,Friday,RIC
793UCS,0,11/09/13,11/09/13,11/09/13,3,0,0,40,0,1,0,0,0,Monday,DCX
CQ2RFQ,1,30/08/13,30/08/13,30/08/13,22,9.090909091,0,51.35,0,1,0,0,0,Tuesday,RIC
GPXUDZ,0,31/08/13,31/08/13,31/08/13,1,100,0,40.02,0,1,0,0,0,Monday,RIC
TKF8W2,1,17/08/13,01/01/14,01/01/14,46,65.2173913,21.73913043,132.36,0,1,0,0,0,Thursday,CHO
BNFGGJ,0,09/09/13,09/09/13,09/09/13,4,25,0,40.02,0,1,0,0,0,Friday,RIC
LFHQ9W,1,04/09/13,04/09/13,04/09/13,15,13.33333333,0,40.02,0,1,0,0,0,Tuesday,RIC
ZQRYQ8,1,09/09/13,03/01/14,03/01/14,39,28.20512821,7.692307692,49.43,0,1,1,1,0,Tuesday,DCX
3SUAQS,0,08/09/13,08/09/13,08/09/13,2,100,0,51.64,0,1,0,0,0,Wednesday,RIC
HA39J8,1,08/09/13,08/09/13,02/01/14,48,14.58333333,6.25,39.74,0.043103448,1,0,0,0,Monday,RIC
LAEGZZ,1,01/09/13,01/09/13,01/09/13,45,2.222222222,0,40.02,0,1,0,0,0,Monday,RIC
GBGLCR,1,02/09/13,22/09/13,20/01/14,42,61.9047619,11.9047619,67.19,0.125,1,0,0,0,Tuesday,RIC
V6VZ6B,1,06/09/13,09/09/13,09/09/13,46,0,0,45.4,0,1,0,0,0,Thursday,RIC
FACS9X,1,09/09/13,09/09/13,09/09/13,45,0,0,40.02,0,1,0,0,0,Wednesday,DCX
97XMX6,1,10/09/13,10/09/13,10/09/13,45,4.444444444,0,40,0,1,0,0,0,Monday,DCX
7TXCLH,1,08/09/13,08/09/13,02/10/13,34,8.823529412,2.941176471,39.53,0.125,1,0,0,0,Friday,RIC
Q8794R,1,11/08/13,18/11/13,05/01/14,48,33.33333333,16.66666667,58.75,0.0625,1,0,0,0,Thursday,RIC
DRK9F7,1,01/09/13,01/09/13,01/09/13,46,0,0,40.02,0,1,0,0,0,Thursday,RIC
A34ZNK,1,31/08/13,31/08/13,31/08/13,28,46.42857143,3.571428571,40.02,0,1,0,0,0,Monday,RIC
HQAF8W,1,21/09/13,21/09/13,21/09/13,45,4.444444444,0,40,0,1,0,1,0,Wednesday,DCX
CV4ZDS,0,29/08/13,30/08/13,30/08/13,2,0,0,47.97,0,1,0,0,0,Monday,CHO
ZJSFCF,1,07/09/13,22/12/13,22/12/13,51,11.76470588,1.960784314,40.2,0,1,0,0,0,Monday,RIC
8LKAHZ,1,01/09/13,22/10/13,22/10/13,47,8.510638298,2.127659574,40,0,1,1,0,0,Thursday,DCX
QZYFWA,1,14/09/13,24/10/13,24/10/13,41,7.317073171,0,42.9,0,1,1,0,0,Monday,RIC
NM4UFC,1,29/08/13,30/08/13,30/08/13,35,11.42857143,0,57.1,0,1,0,0,0,Monday,DCX
83J9TL,0,10/09/13,10/09/13,10/09/13,40,12.5,2.5,40.02,0,1,0,0,0,Thursday,RIC
ERD4MJ,0,08/09/13,08/09/13,08/09/13,27,14.81481481,0,53.79,0,1,0,0,0,Tuesday,RIC
X6R6B5,1,01/09/13,03/10/13,03/10/13,41,2.43902439,0,109.25,0,1,0,0,0,Friday,DCX
ZGKZZS,0,31/08/13,31/08/13,31/08/13,2,0,0,40.02,0,1,0,0,0,Monday,RIC
7HPSMM,0,30/08/13,30/08/13,30/08/13,1,100,0,40.02,0,1,0,0,0,Monday,RIC
99YVUR,0,29/08/13,29/08/13,29/08/13,2,0,0,40.02,0,1,0,0,0,Friday,DCX
JW928B,1,29/08/13,30/08/13,30/08/13,46,0,0,40.02,0,1,0,0,0,Monday,RIC
3FMBSY,1,08/09/13,08/09/13,22/09/13,37,2.702702703,0,54.88,0.142857143,1,0,0,0,Monday,RIC
BXVAYG,0,29/08/13,29/08/13,29/08/13,1,100,100,80.32,0,1,0,0,0,Wednesday,DCX
9YYAMR,0,28/08/13,28/08/13,28/08/13,2,50,0,40.02,0,1,0,0,0,Tuesday,DCX
294C7D,1,08/09/13,09/09/13,03/12/13,41,0,0,47.29,0.035294118,1,0,0,0,Tuesday,CHO
PWALB9,1,10/09/13,10/09/13,10/09/13,33,75.75757576,6.060606061,40.02,0,1,0,0,0,Friday,RIC
RK9P6Y,1,06/09/13,06/09/13,06/09/13,42,26.19047619,2.380952381,40,0,1,0,0,0,Monday,DCX
H7QZAK,1,09/09/13,09/09/13,09/09/13,45,0,0,40.02,0,1,0,0,0,Tuesday,RIC
TNW35Z,1,26/08/13,06/12/13,06/12/13,18,72.22222222,0,55.28,0,1,0,0,0,Tuesday,RIC
K3SAZ6,0,06/09/13,06/09/13,06/09/13,2,0,0,40.02,0,1,0,0,0,Monday,RIC
8GWVQU,1,02/09/13,16/10/13,01/01/14,60,31.66666667,6.666666667,28.16,0.142857143,1,1,0,0,Thursday,RIC
53ZGJZ,1,03/09/13,11/09/13,11/09/13,35,40,2.857142857,68.42,0,1,0,0,0,Thursday,BWI
7V3JXY,1,21/09/13,21/09/13,21/09/13,39,35.8974359,2.564102564,40,0,1,0,0,0,Friday,DCX
W42TNR,1,21/09/13,21/09/13,02/12/13,45,44.44444444,13.33333333,40.61,0.055555556,1,0,0,0,Tuesday,RIC
FGCWJ8,1,21/09/13,21/09/13,21/09/13,38,18.42105263,0,40,0,1,0,0,0,Wednesday,DCX
EM82VR,1,21/09/13,07/10/13,07/10/13,40,12.5,5,94.3,0,1,0,0,0,Tuesday,RIC
RRQYYV,1,21/09/13,21/09/13,21/09/13,38,2.631578947,0,40,0,1,0,0,0,Tuesday,DCX
4A3Z9G,1,21/09/13,02/10/13,02/10/13,25,96,20,88.54,0,1,0,0,0,Tuesday,DCX
W9JA26,1,21/09/13,25/10/13,25/10/13,43,20.93023256,6.976744186,81.15,0,1,0,0,0,Monday,DCX
9W98RF,1,21/09/13,21/09/13,21/09/13,30,50,30,45.15,0,1,0,0,0,Wednesday,DCX
FNBP32,1,21/09/13,06/10/13,13/10/13,40,7.5,2.5,62.32,0.285714286,1,0,0,0,Monday,DCX
YY6NTN,1,21/09/13,26/10/13,10/01/14,48,33.33333333,18.75,124.27,0.052631579,1,0,0,0,Friday,DCX
95TURR,1,21/09/13,23/10/13,23/10/13,46,36.95652174,4.347826087,40,0,1,0,0,0,Saturday,DCX
KRR6AR,1,21/09/13,06/10/13,06/10/13,36,50,5.555555556,47.97,0,1,0,0,0,Wednesday,DCX
GSUHQQ,1,21/09/13,10/10/13,10/10/13,41,19.51219512,14.63414634,26.29,0,0,0,0,0,Friday,RIC
G7UE75,1,21/09/13,16/10/13,16/10/13,35,42.85714286,17.14285714,29.95,0,1,0,0,0,Monday,DCX
6XR77Q,1,21/09/13,27/10/13,27/10/13,39,46.15384615,10.25641026,26.99,0,1,0,0,0,Saturday,DCX
VXAN3F,1,21/09/13,16/10/13,20/11/13,36,55.55555556,5.555555556,43.46,0.057142857,1,0,0,0,Thursday,DCX
V94CGS,1,21/09/13,21/09/13,21/09/13,36,69.44444444,0,40.02,0,1,0,0,0,Friday,DCX
82KWDQ,1,21/09/13,11/10/13,11/10/13,43,9.302325581,2.325581395,50.69,0,1,0,0,0,Friday,DCX
9U8ZMJ,1,21/09/13,21/09/13,21/09/13,14,85.71428571,7.142857143,51.57,0,1,0,0,0,Monday,RIC
M6ZSG9,1,21/09/13,21/09/13,17/10/13,42,11.9047619,0,37.33,0.115384615,1,1,1,0,Saturday,DCX
HXFTK2,1,21/09/13,22/09/13,16/10/13,34,35.29411765,8.823529412,47.58,0.125,1,0,0,0,Tuesday,DCX
E8JGJV,1,21/09/13,21/09/13,21/09/13,46,17.39130435,2.173913043,40,0,1,0,0,0,Tuesday,BWI
EMTU4T,1,19/09/13,09/12/13,18/12/13,35,65.71428571,2.857142857,44.46,0.222222222,1,0,0,0,Tuesday,RIC
PDUMM8,0,21/09/13,24/09/13,24/09/13,2,100,100,44.72,0,1,0,0,0,Wednesday,DCX
Z68899,0,21/09/13,24/09/13,15/10/13,3,100,0,45.2,0.095238095,1,0,0,0,Wednesday,DCX
VJJ34V,1,21/09/13,27/10/13,27/10/13,47,19.14893617,4.255319149,29.98,0,1,0,0,0,Monday,DCX
ME7CST,1,21/09/13,26/09/13,26/09/13,34,26.47058824,0,47.27,0,1,1,0,0,Friday,RIC
25RLFT,1,21/09/13,24/09/13,24/09/13,36,8.333333333,0,101.94,0,1,0,0,0,Wednesday,DCX
6MSGAW,1,22/09/13,22/09/13,22/09/13,41,12.19512195,2.43902439,47.16,0,1,1,0,0,Tuesday,RIC
ND4ZH7,1,22/09/13,22/09/13,10/11/13,35,37.14285714,5.714285714,25.05,0.102040816,1,1,0,0,Monday,CHO
9G3MXP,0,22/09/13,13/10/13,13/10/13,1,100,0,128.15,0,1,0,0,0,Tuesday,RIC
GYLW5D,1,21/09/13,22/09/13,03/11/13,35,74.28571429,17.14285714,52.35,0.095238095,1,0,0,0,Tuesday,DCX
9275DX,1,22/09/13,22/09/13,22/09/13,39,10.25641026,2.564102564,40.02,0,1,0,0,0,Monday,DCX
JEEDGK,1,22/09/13,22/09/13,22/09/13,44,0,0,40,0,1,0,0,0,Saturday,DCX
ZCVJ66,1,21/09/13,26/09/13,16/01/14,42,73.80952381,38.0952381,130.12,0.089285714,1,0,1,0,Friday,CHO
UAENE4,0,22/09/13,22/09/13,29/09/13,5,100,20,38.46,0.285714286,1,0,0,0,Monday,CHO
YNVVQ6,1,22/09/13,22/09/13,22/09/13,37,2.702702703,2.702702703,40,0,1,0,0,0,Tuesday,DCX
KDNEXR,1,22/09/13,19/01/14,19/01/14,38,2.631578947,2.631578947,40,0,1,0,1,0,Wednesday,DCX
Y6MAB7,1,22/09/13,26/10/13,26/10/13,42,28.57142857,7.142857143,34.24,0,1,0,0,0,Monday,DCX
LWPEHP,1,22/09/13,22/09/13,22/09/13,29,58.62068966,0,40.02,0,1,0,0,0,Friday,RIC
E8R2XV,1,22/09/13,22/09/13,22/09/13,43,11.62790698,4.651162791,40.02,0,1,0,0,0,Wednesday,CHO
7LP5L8,1,19/09/13,06/10/13,20/10/13,35,28.57142857,2.857142857,44.44,0.142857143,1,0,0,0,Monday,CHO
6ND56Q,1,22/09/13,22/09/13,29/09/13,20,95,65,42.42,0.285714286,1,0,0,0,Friday,RIC
KDQYDT,1,22/09/13,22/09/13,19/01/14,40,52.5,20,50.51,0.067226891,1,1,0,0,Tuesday,DCX
JVAPD9,1,22/09/13,22/09/13,22/09/13,49,6.12244898,0,40,0,1,0,0,0,Monday,DCX
2FUB6L,1,22/09/13,30/09/13,30/09/13,42,19.04761905,0,40.02,0,1,0,0,0,Tuesday,RIC
GG33V4,0,22/09/13,09/10/13,16/10/13,8,100,25,42.73,0.285714286,1,0,0,0,Thursday,DCX
QTTXX7,1,22/09/13,17/12/13,17/12/13,53,13.20754717,7.547169811,67.99,0,1,1,0,0,Thursday,CHO
6TQRKF,1,22/09/13,09/10/13,09/10/13,43,6.976744186,6.976744186,54.65,0,1,0,0,0,Thursday,BWI
VSXW3F,0,22/09/13,22/09/13,22/09/13,23,21.73913043,4.347826087,40.02,0,1,0,0,0,Thursday,CHO
59JHYE,1,22/09/13,22/09/13,22/09/13,40,0,0,40,0,1,0,0,0,Tuesday,DCX
PGVHXF,1,22/09/13,22/09/13,22/09/13,46,6.52173913,4.347826087,40.02,0,1,0,0,0,Wednesday,DCX
S9A7HE,1,22/09/13,22/09/13,22/09/13,42,2.380952381,0,40.02,0,1,0,0,0,Tuesday,RIC
BDAT6U,1,22/09/13,22/09/13,22/09/13,31,9.677419355,0,40.02,0,1,1,0,0,Saturday,DCX
HWFA72,1,22/09/13,23/09/13,23/09/13,35,28.57142857,14.28571429,67.65,0,1,0,0,0,Thursday,DCX
